,0. Disease,1. FullDate,2. Link,3. georss
21,Mumps,20230317,https://www.hurriyet.com.tr/gundem/prof-dr-ozlu-sivil-vatandaslar-enkaz-kaldirma-calismalarini-izlemeye-gitmemeli-42235732,38.09906 39.51321
22,Mumps,20230317,https://www.karar.com/guncel-haberler/bilim-kurulu-uyesinden-deprem-enkazi-uyarisi-radyoaktif-atiklar-dahi-1735071,36.90812 30.69556
23,Mumps,20230317,https://www.mynet.com/tek-bir-sefer-yetiyor-diyerek-uyardi-deprem-sonrasi-ortaya-cikti-radyoaktif-atik-tehlikesini-aciklayan-prof-dr-ozlu-den-ne-olur-o-110107106524,36.90812 30.69556
24,Mumps,20230317,https://www.cumhuriyet.com.tr/turkiye/prof-dr-ozlu-uyardi-enkaz-kaldirma-calismalarinin-yaninda-bulunmayin-2061930,36.90812 30.69556
25,Mumps,20230317,https://www.dha.com.tr/gundem/prof-dr-ozlu-sivil-vatandaslar-enkaz-kaldirma-calismalarini-izlemeye-gitmemeli-2222587,36.90812 30.69556
26,Mumps,20230317,https://www.elespanol.com/opinion/tribunas/20230317/retrasados-gasto-militar/749045099_12.html,50.45466 30.52380
27,Mumps,20230316,https://www.debate.com.mx/salud/Investigadores-logran-avances-en-vacunas-contra-paperas-y-tosferina-20230316-0180.html,38.89511 -77.03637
28,Mumps,20230315,https://www.mid-day.com/lifestyle/health-and-fitness/article/national-vaccine-day-2023-know-about-the-day-raising-awareness-in-a-post-covid-world-23275438,28.63576 77.22445
29,Mumps,20230314,https://www.malpensa24.it/varese-celebra-unita-italia-e-premia-bof/,45.82058 8.82511
30,Mumps,20230311,https://www.el-massa.com/dz/الثقافة/الجزائر-مفخرة-العرب-هديّتي-لنوفمبر-رغم-تهميشي,36.73225 3.08746
31,Mumps,20230310,https://www.federalregister.gov/documents/2023/03/10/2023-04877/fisheries-of-the-exclusive-economic-zone-off-alaska-bering-sea-and-aleutian-islands-final-2023-and,64.18347 -51.72157
32,Mumps,20230309,https://www.karar.com/dunya-haberleri/abdde-kizamik-alarmi-20-bin-kisi-yakalanmis-olabilir-1733317,38.20042 -84.87762
33,Mumps,20230309,"https://www.ntv.com.tr/dunya/abdde-kizamik-panigi-bir-kisi-yakalandi-20-bin-kisi-risk-altinda,cDY3ijJ2gUeaSEl6G13mzg",38.20042 -84.87762
34,Mumps,20230308,https://www.bursadabugun.com/haber/abd-de-kizamik-alarmi-1594203.html,38.20042 -84.87762
35,Nosocomial,20230331,https://health.qingdaonews.com/content/2023-03/31/content_23426508.htm,36.06488 120.38042
36,Nosocomial,20230330,https://www.chinanews.com.cn/sh/2023/03-31/9981754.shtml,39.90750 116.39723
37,Nosocomial,20230330,http://digitalesiciliana.com/2023/03/30/dimensioni-del-mercato-controllo-delle-infezioni-nosocomiali-nel-2023-quota-tecnologia-tendenze-e-previsioni-fino-al-2030/,38.89511 -77.03637
38,Nosocomial,20230330,https://www.alanba.com.kw/BBCNews/14945/,41.90225 12.45330
39,Nosocomial,20230330,https://www.chinatimes.com/realtimenews/20230330005555-260405?ctrack=pc_main_rtime_p03,25.04776 121.53185
40,Nosocomial,20230330,https://www.chinanews.com.cn/sh/2023/03-30/9981549.shtml,31.22222 121.45806
41,Nosocomial,20230330,https://www.chinatimes.com/realtimenews/20230330005364-260407?ctrack=pc_main_recmd_p03,41.32355 19.45469
42,Nosocomial,20230330,https://www.openpr.com/news/2994672/hospital-acquired-infection-control-market-growth-sturdy,22.49471 114.13812
43,Nosocomial,20230330,https://news.medlive.cn/all/info-news/show-198229_97.html,45.75000 126.65000
44,Nosocomial,20230330,https://arabic.rt.com/world/1447817-%D8%A7%D9%84%D8%A8%D8%A7%D8%A8%D8%A7-%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%8A%D8%B3-%D9%8A%D8%AA%D9%84%D9%82%D9%89-%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%A5%D8%B5%D8%A7%D8%A8%D8%AA%D9%87-%D8%A8%D8%B9%D8%AF%D9%88%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%B2-%D8%A7%D9%84%D8%AA%D9%86%D9%81%D8%B3%D9%8A/,41.90225 12.45330
45,Nosocomial,20230330,https://alwatannews.net/World/article/1059359/البابا-فرنسيس-يتلقى-العلاج-في-المستشفى-بسبب-إصابته-بعدوى-في-الجهاز-التنفسي,41.90225 12.45330
46,Nosocomial,20230330,https://health.ycwb.com/2023-03/30/content_51852262.htm,23.11667 113.25000
47,Nosocomial,20230330,https://www.esr.cri.nz/our-people/women-in-science/sarah-bakker/,51.50853 -0.12574
48,Nosocomial,20230330,https://www.esr.cri.nz/our-people/our-science-team/kristin-dyet/,-41.28664 174.77557
49,Nosocomial,20230330,http://digitalesiciliana.com/2023/03/30/previsioni-di-mercato-trattamento-di-infezione-nosocomiale-fino-al-2028-dimensioni-del-mercato-quota-crescita-andamento-del-mercato-impatto-del-covid-19-e-analisi-globale-per-tipo-applicazion/,50.40808 -4.83373
50,Nosocomial,20230330,http://digitalesiciliana.com/2023/03/30/mercato-prevenzione-e-controllo-delle-infezioni-ospedaliere-2023-ultimi-sviluppi-tendenze-recenti-analisi-approfondita-quota-dimensionale-trend-di-mercato-strategia-aziendale-previsioni-fino-al/,38.89511 -77.03637
51,Nosocomial,20230330,https://www.today.it/cronaca/neonata-morta-infezioni-ospedale-palermo-risarcimento.html,38.13205 13.33561
52,Nosocomial,20230330,https://www.today.it/cronaca/neonata-morta-infezioni-ospedale-palermo-risarcimento.html,38.13205 13.33561
53,Nosocomial,20230330,https://akhbarelyom.com/news/newdetails/4052446/1/رئيس-جامعة-بنها-يشيد-بقطاعات-الجامعة-في-,30.45977 31.18420
54,Nosocomial,20230330,https://news.sciencenet.cn/htmlnews/2023/3/497393.shtm,45.37980 126.30711
55,Nosocomial,20230330,https://www.gds.ro/Sanatate/2023-03-30/romania-fruntasa-la-consumul-de-antibiotice-ms-vrea-sa-reduca-problema-infectiilor-nosocomiale/,44.43225 26.10626
56,Nosocomial,20230330,http://www.lequotidien-oran.com/index.php?news=5319946,35.69906 -0.63588
57,Nosocomial,20230330,https://www.mdpi.com/1999-4915/15/4/886,41.15612 1.10687
58,Nosocomial,20230330,https://www.sohu.com/a/660795214_115376?scm=1103.plate:322:0.0.1_1.0,51.50853 -0.12574
59,Nosocomial,20230330,https://www.larena.it/territorio-veronese/citta/citrobacter-la-relazione-non-c-e-stata-una-reazione-tempestiva-1.8340270,45.63882 8.11508
60,Nosocomial,20230330,https://www.tovima.gr/2022/05/18/science/otan-kalpazoun-oi-endonosokomeiakes-loimokseis-etoimotita-gia-ton-candida-auris/,40.94148 14.87230
61,Nosocomial,20230330,http://www.stdaily.com/index/kejixinwen/202303/c0183b18997347fbb89e5235c847870b.shtml,47.90771 106.88324
62,Nosocomial,20230330,https://www.sohu.com/a/660707855_701814?scm=1103.plate:316:0.0.1_1.0,38.89511 -77.03637
63,Nosocomial,20230330,http://society.people.com.cn/n1/2023/0330/c1008-32654158.html,31.22222 121.45806
64,Nosocomial,20230330,http://health.people.com.cn/n1/2023/0330/c14739-32654173.html,39.91222 116.35615
65,Nosocomial,20230330,http://health.people.com.cn/n1/2023/0330/c14739-32654152.html,38.89511 -77.03637
66,Nosocomial,20230330,https://www.wenweipo.com/a/202303/30/AP6424d4f7e4b0b6003c03bcb6.html,22.27832 114.17469
67,Nosocomial,20230330,https://www.alayam24.com/articles-420936.html,41.90225 12.45330
68,Nosocomial,20230330,http://www.news.cn/photo/2023-03/29/c_1129476993.htm,31.22222 121.45806
69,Nosocomial,20230330,https://www.bbc.com/arabic/world-65120145,41.90225 12.45330
70,Nosocomial,20230330,https://felesteen.news/post/132961/نقل-البابا-فرانسيس-إلى-المستشفى-إثر-إصابته-بعدوى-في-الجهاز-التنفس,41.90225 12.45330
71,Nosocomial,20230330,https://news.ycwb.com/2023-03/30/content_51851599.htm,23.11667 113.25000
72,Nosocomial,20230330,https://www.bbc.com/arabic/world-65120145,41.90225 12.45330
73,Nosocomial,20230329,"https://www.streetinsider.com/PRNewswire/A+REVOLUTIONARY,+INDUSTRY-LEADING+MEDICAL+DEVICE+THAT+WILL+CHANGE+THE+HEALTHCARE+INDUSTRY/21437166.html",38.62753 -92.56658
74,Nosocomial,20230329,https://www.prnewswire.com/news-releases/a-revolutionary-industry-leading-medical-device-that-will-change-the-healthcare-industry-301785195.html,38.62753 -92.56658
75,Nosocomial,20230329,https://www.albayan.ae/world/global/2023-03-29-1.4639901,41.90225 12.45330
76,Nosocomial,20230329,https://www.chinanews.com.cn/sh/2023/03-30/9981091.shtml,39.91222 116.35615
77,Nosocomial,20230329,https://www.dostor.org/4350898,30.45977 31.18420
78,Nosocomial,20230329,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0283380,31.76904 35.21633
79,Leptospirosis,20230331,https://www.thestar.com.my/news/nation/2023/03/31/questions-raised-in-inquest-into-naval-cadets-death,4.23230 100.62980
80,Leptospirosis,20230330,https://www.telegraf.rs/vesti/svet/3654112-misteriozna-bolest-odnoi-zivote-ljudi-umiru-za-dan-dok-krvare-iz-nosa,-3.42708 29.92463
81,Leptospirosis,20230330,https://www.palo.gr/politics/dwrean-ilektroniki-simansi-kai-emvoliasmos-skylwn-sto-perama/1266787/,37.96775 23.57210
82,Leptospirosis,20230330,https://www.antena3.com/noticias/mundo/tres-muertos-burundi-misteriosa-enfermedad-que-produce-fiebre-hemorragica_20230330642550977d779c0001c6077a.html,-3.42708 29.92463
83,Leptospirosis,20230330,https://www.esr.cri.nz/our-people/our-science-team/naveena-karki/,35.21667 136.13333
84,Leptospirosis,20230330,https://novini247.com/tag/болести-дебнат.html,38.89511 -77.03637
85,Leptospirosis,20230330,https://www.gov.br/saude/pt-br/assuntos/noticias/2023/marco/ministerio-da-saude-envia-medicamentos-para-populacao-afetada-pelas-enchentes-no-acre,32.92814 35.07647
86,Leptospirosis,20230330,https://reliefweb.int/report/vanuatu/vanuatu-one-month-double-cyclones-rising-cases-leptospirosis-concern,-17.73648 168.31366
87,Leptospirosis,20230329,https://diariodonordeste.verdesmares.com.br/ultima-hora/pais/pegar-chuva-faz-mal-video-de-pais-com-bebe-em-temporal-viraliza-nas-redes-1.3351940,-13.95000 -171.63333
88,Leptospirosis,20230329,https://www.opovo.com.br/noticias/fortaleza/2023/03/29/mercado-dos-peixes-recebe-acao-contra-ratos-em-preparacao-para-a-semana-santa.html,-3.71722 -38.54306
89,Leptospirosis,20230329,https://proycontra.com.pe/san-juan-contra-el-dengue-malaria-chikungunya-y-leptospirosis/,18.46633 -66.10572
90,Leptospirosis,20230329,https://gestion.pe/peru/lluvias-y-huaicos-en-peru-mas-de-3-mil-casos-leptospirosis-en-el-pais-en-que-regiones-se-reportan-noticia/,-12.04318 -77.02824
91,Leptospirosis,20230329,https://alwatan.com/details/510904,24.25088 55.79312
92,Leptospirosis,20230329,https://alroya.om/post/319607/%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D9%85%D9%8A-%D8%A7%D9%84%D8%B5%D9%86%D8%A7%D8%B9%D9%8A%D8%A9-%D8%AA%D9%88%D9%82-%D8%B9-%D8%B9%D9%82%D8%AF%D9%8A-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-%D8%A8%D9%8020-2-%D9%85%D9%84%D9%8A%D9%88%D9%86-%D8%B1%D9%8A%D8%A7%D9%84,24.25088 55.79312
93,Leptospirosis,20230329,https://www.mdpi.com/2414-6366/8/4/202,-0.22985 -78.52495
94,Leptospirosis,20230329,https://www.mdpi.com/1999-4915/15/4/872,37.56600 126.97840
95,Leptospirosis,20230329,https://alroya.om/post/319574/%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%BA%D8%B2%D9%8A%D8%B1%D8%A9-%D9%88%D8%A3%D9%88%D8%AF%D9%8A%D8%A9-%D9%85%D9%86%D9%87%D9%85%D8%B1%D8%A9-%D9%85%D8%B9-%D8%B0%D8%B1%D9%88%D8%A9-%D8%A3%D8%AE%D8%AF%D9%88%D8%AF-%D8%A7%D9%84%D9%85%D9%86%D8%AE%D9%81%D8%B6,33.27333 35.19389
96,Leptospirosis,20230329,https://alroya.om/post/319549/%D8%A8%D9%86%D9%83-%D9%85%D8%B3%D9%82%D8%B7-%D9%8A%D9%86%D8%B8%D9%85-%D9%84%D9%82%D8%A7%D8%A1-%D8%AE%D8%A7%D8%B5-%D8%A7-%D9%81%D9%8A-%D8%B5%D8%AD%D8%A7%D8%B1-%D9%84%D8%B2%D8%A8%D8%A7%D8%A6%D9%86%D9%87-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D9%84%D9%8A%D9%86-%D8%A8%D8%A7%D9%84%D9%82%D8%B7%D8%A7%D8%B9%D9%8A%D9%86-%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D9%8A-%D9%88%D8%A7%D9%84%D8%AE%D8%A7%D8%B5,23.58413 58.40778
97,Leptospirosis,20230329,https://proycontra.com.pe/900-casos-de-dengue/,18.46633 -66.10572
98,Leptospirosis,20230328,https://www.researchsquare.com/article/rs-2724731/v1,53.55000 -0.13333
99,Leptospirosis,20230328,https://www.noozhawk.com/dr-bonnie-franklin-heres-why-rain-and-cats-and-dogs-dont-necessarily-go-together/,34.42083 -119.69819
100,Leptospirosis,20230328,https://www.mondialisation.ca/quelle-ukraine-soutenons-nous/5676464,50.45466 30.52380
101,Leptospirosis,20230328,https://www.tvperu.gob.pe/noticias/nacionales/minsa-brinda-recomendaciones-para-cuidar-la-salud-de-las-personas-ante-la-temporada-de-lluvias,-13.15878 -74.22321
102,Leptospirosis,20230328,https://www.omandaily.om/عمان-اليوم/na/أمطار-غزيرة-وجريان-أودية-بعدد-من-الولايات-وانحسار-الحالة-الجوية-اليوم,24.25088 55.79312
103,Leptospirosis,20230328,https://alroya.om/post/319536/%D9%85%D8%B1%D9%83%D8%B2-%D8%A7%D9%84%D8%B4%D8%A8%D8%A7%D8%A8-%D9%8A%D8%B7%D9%84%D9%82-%D8%A8%D8%B1%D8%A7%D9%85%D8%AC-%D8%AF%D9%8A%D9%86%D9%8A%D8%A9-%D9%88%D8%AA%D9%82%D9%86%D9%8A%D8%A9-%D9%84%D8%AA%D9%86%D9%85%D9%8A%D8%A9-%D9%85%D9%87%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A7%D8%AA,23.58413 58.40778
104,Leptospirosis,20230328,https://omannews.gov.om/topics/ar/3/show/415953/ona,23.58413 58.40778
105,Leptospirosis,20230328,https://alroya.om/post/319506/%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%86-%D8%AA%D8%B7%D8%B1%D8%AD-%D9%85%D8%B2%D8%A7%D9%8A%D8%AF%D8%A9-%D8%B9%D9%84%D9%89-7-%D9%85%D9%86%D8%A7%D8%B7%D9%82-%D8%A7%D9%85%D8%AA%D9%8A%D8%A7%D8%B2-%D9%81%D9%8A-3-%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A7%D8%AA,24.25088 55.79312
106,Leptospirosis,20230328,https://proycontra.com.pe/alcalde-angel-lopez-logra-gestionar-intervencion-de-opipp-en-el-a-h-eliane-karp-por-buzones-colapsados/,39.90750 116.39723
107,Leptospirosis,20230328,https://alroya.om/post/319496/%D8%A8%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%87%D8%B7%D9%88%D9%84-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D9%85%D8%AA%D9%81%D8%A7%D9%88%D8%AA%D8%A9-%D8%A7%D9%84%D8%BA%D8%B2%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B9%D8%AF%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%86%D8%B4%D8%A7%D8%B7-%D8%A7%D9%84%D8%B1%D8%B9%D8%AF%D9%8A-%D9%85%D8%B3%D8%AA%D9%85%D8%B1,23.58413 58.40778
108,Leptospirosis,20230328,https://www.dailypost.co.uk/news/north-wales-news/pest-controllers-called-out-223-26571063,53.28077 -3.83039
109,Leptospirosis,20230328,https://www.eltiempo.com/vida/ciencia/pandemias-colombia-recibe-financiacion-de-la-ue-para-evitarlas-754069,4.60971 -74.08175
110,Leptospirosis,20230327,https://gk.city/2023/03/27/que-es-leptospirosis-como-prevenirla/,-0.22985 -78.52495
111,Leptospirosis,20230327,https://omannews.gov.om/topics/ar/3/show/415924/ona,23.58413 58.40778
112,Leptospirosis,20230327,https://www.omandaily.om/عمان-اليوم/na/تحذيرات-من-غزارة-الأمطار-على-معظم-المحافظات-غدا,24.25088 55.79312
113,Leptospirosis,20230327,https://omannews.gov.om/topics/ar/3/show/415922/ona,23.58413 58.40778
114,Leptospirosis,20230327,https://www.albayan.ae/varieties/2023-03-27-1.4638793,24.25088 55.79312
115,Leptospirosis,20230327,https://noticiasambientales.com/animales/lujan-buscan-frenar-la-expansion-de-la-ardilla-de-vientre-rojo-una-especie-exotica-e-invasora/,-34.57028 -59.10500
116,Leptospirosis,20230327,https://proycontra.com.pe/de-forma-irresponsable-se-informa-que-hay-83-casos-de-leptospira-en-caballococha/,-3.90583 -70.51639
117,Leptospirosis,20230327,https://shabiba.com/article/184894-الأرصاد-توقعات-لهطول-أمطار-متفرقة-على-4-محافظاتاليوم,23.58413 58.40778
118,Leptospirosis,20230327,"https://kobieta.dziennik.pl/aktualnosci/artykuly/8688834,francuscy-ekolodzy-bronia-szczurow.html",48.85341 2.34880
119,Leptospirosis,20230327,https://reliefweb.int/report/vanuatu/government-republic-vanuatu-national-disaster-management-office-neoc-situation-report-26-tc-judytc-kevin-26-march-2023,-19.50948 169.34849
120,Leptospirosis,20230327,https://omannews.gov.om/topics/ar/3/show/415883/ona,23.58413 58.40778
121,Leptospirosis,20230327,https://proycontra.com.pe/mujer-muere-en-forma-extrana/,-5.66417 -78.67722
122,Leptospirosis,20230327,https://proycontra.com.pe/en-tres-dias-se-conocera-si-se-declara-a-loreto-en-emergencia-por-leptospirosis/,-3.74912 -73.25383
123,Poliomyelitis,20230331,http://outbreaknewstoday.com/philippines-measles-cases-top-200-dengue-cases-doubled-from-last-year-92238/,6.91028 122.07389
124,Poliomyelitis,20230331,https://www.ualberta.ca/folio/2023/03/adolescents-missed-vital-vaccines-during-covid19-school-closures.html,52.28333 -117.46900
125,Poliomyelitis,20230331,https://www.ziaruldeiasi.ro//stiri/625-de-copii-ucraineni-tratati-la-a-sf-mariaa-in-400-de-zile-de-conflict-medic-iesean-a-putem-vorbi-aproape-de-o-patologie-de-razboia--349485.html,47.16667 27.60000
126,Poliomyelitis,20230331,https://www.akhbar-alkhaleej.com/news/article/1327273,26.22787 50.58565
127,Poliomyelitis,20230331,https://www.acritica.com/saude/poliomielite-no-peru-acende-alerta-vermelho-do-risco-da-doenca-no-amazonas-1.299882,-3.74912 -73.25383
128,Poliomyelitis,20230330,https://pakobserver.net/punjab-govts-health-experts-visit-ppc/,31.55800 74.35071
129,Poliomyelitis,20230330,https://unionradio.net/2023/03/30/advierten-que-50-de-los-ninos-no-tiene-vacuna-contra-la-polio/,-12.04318 -77.02824
130,Poliomyelitis,20230330,http://digitalesiciliana.com/2023/03/31/dati-statistici-globali-del-mercato-analisi-predittiva-in-sanita-struttura-dei-costi-analisi-della-domanda-e-dellofferta-entro-il-2029/,40.71612 14.94010
131,Poliomyelitis,20230330,https://elpitazo.net/internacional/que-es-la-poliomielitis-atento-el-continente-por-un-caso-detectado-en-peru/,-12.04318 -77.02824
132,Poliomyelitis,20230330,https://eltiempove.com/urgen-a-mejorar-vacunacion-contra-poliomielitis-en-venezuela-tras-aparicion-de-un-caso-en-peru/,-12.04318 -77.02824
133,Poliomyelitis,20230330,https://www.ilpiacenza.it/blog/salute-e-medicina-on-line/salute-per-tutti-health-for-all-e-il-tema-della-giornata-mondiale-che-si-celebra-il-7-aprile.html,40.38897 -3.74569
134,Poliomyelitis,20230330,https://reliefweb.int/report/venezuela-bolivarian-republic/unicef-venezuela-situation-report-no-2-1-january-31-december-2022,10.48801 -66.87919
135,Poliomyelitis,20230330,https://www.la-croix.com/France/Covid-19-Haute-Autorite-sante-preconise-lever-lobligation-vaccinale-soignants-2023-03-30-1201261398,48.85341 2.34880
136,Poliomyelitis,20230330,https://lavocedinewyork.com/en/news/2023/03/30/warnings-about-polio-blasted-as-anti-semitism-in-orthodox-jewish-community/,23.21667 -75.11167
137,Poliomyelitis,20230330,https://hudsonvalleypost.com/polio-orange-rockland-sullivan-brooklyn-nassau-counties/,41.24006 -81.44067
138,Poliomyelitis,20230330,https://www.bernama.com/en/world/news.php?id=2177649,-6.55694 107.44333
139,Poliomyelitis,20230330,https://allafrica.com/stories/202303300362.html,-3.42708 29.92463
140,Poliomyelitis,20230330,https://www.index.hr/vijesti/clanak/drva-polio-zapaljivom-tekucinom-pa-ubacio-u-pec-pec-eksplodirala-jedva-se-spasio/2450977.aspx,42.65913 20.28828
141,Poliomyelitis,20230330,http://www.capital.sp.gov.br/zeo-capital.sp.gov.br/prefeitura/noticia/ubss-e-amas-ubss-integradas-seguem-com-vacinacao-nesta-quinta-30-1,-15.77972 -47.92972
142,Poliomyelitis,20230330,https://www.maariv.co.il/news/world/Article-992244,31.76904 35.21633
143,Poliomyelitis,20230330,"https://www.br.de/nachrichten/deutschland-welt/fr-f-impfstoff-shedding-die-angst-vor-dem-kontakt-zu-geimpften,SdE76lT",46.08861 13.63972
144,Poliomyelitis,20230330,http://digitalesiciliana.com/2023/03/30/dimensione-globale-del-mercato-biololo-e-poliolo-verde-nel-2023-analisi-della-crescita-condivisione-entrate-tendenze-future-leader-principali-analisi-attuali-e-tendenze-di-sviluppo-previsioni-f/,40.71612 14.94010
145,Poliomyelitis,20230330,https://reliefweb.int/report/world/le-sage-met-jour-les-orientations-relatives-la-vaccination-contre-la-covid-19,-17.53430 177.67407
146,Poliomyelitis,20230330,https://reliefweb.int/report/world/sage-updates-covid-19-vaccination-guidance-enarruzh,-17.53430 177.67407
147,Poliomyelitis,20230330,https://www.johansen.se/blog/2023/03/30/polio-leading-virologist-offers-a-beginners-guide-to-the-different-viruses-and-vaccines/,-3.42708 29.92463
148,Poliomyelitis,20230330,https://foreignaffairs.co.nz/2023/03/30/mil-osi-global-polio-leading-virologist-offers-a-beginners-guide-to-the-different-viruses-and-vaccines/,-3.42708 29.92463
149,Poliomyelitis,20230330,https://foreignaffairs.co.nz/2023/03/30/mil-osi-africa-polio-leading-virologist-offers-a-beginners-guide-to-the-different-viruses-and-vaccines/,-3.42708 29.92463
150,Poliomyelitis,20230330,http://digitalesiciliana.com/2023/03/30/domanda-regionale-del-mercato-degli-alcolici-da-zucchero-prospettive-del-settore-segmentazione-crescita-dimensioni-e-previsioni-entro-il-2027/,40.00032 -89.25037
151,Poliomyelitis,20230330,https://www.notiulti.com/9-de-cada-10-bebes-recibieron-al-menos-una-vacuna/,51.00000 4.50000
152,Poliomyelitis,20230330,https://www.nouvelles-du-monde.com/9-bebes-sur-10-ont-recu-au-moins-un-vaccin/,51.00000 4.50000
153,Poliomyelitis,20230330,https://kw.be/nieuws/samenleving/gezondheid/9-op-10-babys-kregen-minstens-een-vaccin/,51.44641 4.73906
154,Poliomyelitis,20230330,https://novini247.com/tag/учат-във.html,42.69751 23.32415
